"Location","Year","Month","Day","Hour","Solar_Elevation"
"Solar Array",2010,12,5,13,23.6661364454271
"Solar Array",2010,12,5,14,23.5503722109846
"Solar Array",2010,12,5,15,20.6448839286886
"Solar Array",2010,12,5,16,15.2876212231342
"Solar Array",2010,12,5,17,7.98299661985163
"Solar Array",2010,12,5,18,-0.761140715170569
"Solar Array",2010,12,5,19,-10.5132932862419
"Solar Array",2010,12,5,20,-20.924662827808
"Solar Array",2010,12,5,21,-31.696540218307
"Solar Array",2010,12,5,22,-42.5200068925126
"Solar Array",2010,12,5,23,-52.9568697831396
"Solar Array",2010,12,5,24,-62.1407722169592
"Solar Array",2010,12,6,1,-68.0869239662257
"Solar Array",2010,12,6,2,-67.8461037155481
"Solar Array",2010,12,6,3,-61.5800050780334
"Solar Array",2010,12,6,4,-52.2662189522887
"Solar Array",2010,12,6,5,-41.7865622293752
"Solar Array",2010,12,6,6,-30.9608843552447
"Solar Array",2010,12,6,7,-20.2123011539653
"Solar Array",2010,12,6,8,-9.84654958322569
"Solar Array",2010,12,6,9,-0.164537885688929
"Solar Array",2010,12,6,10,8.47980308933731
"Solar Array",2010,12,6,11,15.6491827530358
"Solar Array",2010,12,6,12,20.8336178782552
"Solar Array",2010,12,6,13,23.5366433005174
"Solar Array",2010,12,6,14,23.4414182172873
"Solar Array",2010,12,6,15,20.5598690798051
"Solar Array",2010,12,6,16,15.2264476235129
"Solar Array",2010,12,6,17,7.94297079128764
"Solar Array",2010,12,6,18,-0.78390689169359
"Solar Array",2010,12,6,19,-10.522994422824
"Solar Array",2010,12,6,20,-20.9255830218393
"Solar Array",2010,12,6,21,-31.6933828789768
"Solar Array",2010,12,6,22,-42.5188305532488
"Solar Array",2010,12,6,23,-52.967132519901
"Solar Array",2010,12,6,24,-62.1792387819763
"Solar Array",2010,12,7,1,-68.1772904879304
"Solar Array",2010,12,7,2,-67.984875896072
"Solar Array",2010,12,7,3,-61.7321378428787
"Solar Array",2010,12,7,4,-52.417498602822
"Solar Array",2010,12,7,5,-41.9360917274372
"Solar Array",2010,12,7,6,-31.1099539307676
"Solar Array",2010,12,7,7,-20.3619681314951
"Solar Array",2010,12,7,8,-9.99723982383817
"Solar Array",2010,12,7,9,-0.315861237139572
"Solar Array",2010,12,7,10,8.32936246045251
"Solar Array",2010,12,7,11,15.5027023733215
"Solar Array",2010,12,7,12,20.6960147803565
"Solar Array",2010,12,7,13,23.4141485273663
"Solar Array",2010,12,7,14,23.3397858342671
"Solar Array",2010,12,7,15,20.4822069093445
"Solar Array",2010,12,7,16,15.1724428130395
"Solar Array",2010,12,7,17,7.90982506255395
"Solar Array",2010,12,7,18,-0.800095527057152
"Solar Array",2010,12,7,19,-10.5263727316512
"Solar Array",2010,12,7,20,-20.9203422537593
"Solar Array",2010,12,7,21,-31.6840875181018
"Solar Array",2010,12,7,22,-42.5113340977838
"Solar Array",2010,12,7,23,-52.9705887226814
"Solar Array",2010,12,7,24,-62.2100609267459
"Solar Array",2010,12,8,1,-68.2595008784834
"Solar Array",2010,12,8,2,-68.1168921270942
"Solar Array",2010,12,8,3,-61.8794278492577
"Solar Array",2010,12,8,4,-52.5650337195872
"Solar Array",2010,12,8,5,-42.0823401939892
"Solar Array",2010,12,8,6,-31.2558177320545
"Solar Array",2010,12,8,7,-20.5082456283856
"Solar Array",2010,12,8,8,-10.1441600129346
"Solar Array",2010,12,8,9,-0.462870401974612
"Solar Array",2010,12,8,10,8.1839126508869
"Solar Array",2010,12,8,11,15.3619678844958
"Solar Array",2010,12,8,12,20.5648925577893
"Solar Array",2010,12,8,13,23.2987128960037
"Solar Array",2010,12,8,14,23.2455189366036
"Solar Array",2010,12,8,15,20.4119244531648
"Solar Array",2010,12,8,16,15.1256170098324
"Solar Array",2010,12,8,17,7.88355302789255
"Solar Array",2010,12,8,18,-0.809728967249399
"Solar Array",2010,12,8,19,-10.5234653887624
"Solar Array",2010,12,8,20,-20.9089911750581
"Solar Array",2010,12,8,21,-31.6687166197529
"Solar Array",2010,12,8,22,-42.4975891315615
"Solar Array",2010,12,8,23,-52.9673119318551
"Solar Array",2010,12,8,24,-62.2332892599456
"Solar Array",2010,12,9,1,-68.3335198191511
"Solar Array",2010,12,9,2,-68.2420399104613
"Solar Array",2010,12,9,3,-62.0217660425819
"Solar Array",2010,12,9,4,-52.7087225750998
"Solar Array",2010,12,9,5,-42.2252062540541
"Solar Array",2010,12,9,6,-31.3983723663965
"Solar Array",2010,12,9,7,-20.6510283646392
"Solar Array",2010,12,9,8,-10.2872044523086
"Solar Array",2010,12,9,9,-0.605461790686704
"Solar Array",2010,12,9,10,8.04355161354094
"Solar Array",2010,12,9,11,15.2270673820809
"Solar Array",2010,12,9,12,20.4403254582568
"Solar Array",2010,12,9,13,23.1903942937156
"Solar Array",2010,12,9,14,23.1586583299943
"Solar Array",2010,12,9,15,20.3490454809474
"Solar Array",2010,12,9,16,15.0859769973632
"Solar Array",2010,12,9,17,7.86414475782802
"Solar Array",2010,12,9,18,-0.812833078101349
"Solar Array",2010,12,9,19,-10.5143130136464
"Solar Array",2010,12,9,20,-20.8915837739401
"Solar Array",2010,12,9,21,-31.6473359380524
"Solar Array",2010,12,9,22,-42.4776706487523
"Solar Array",2010,12,9,23,-52.9573797371618
"Solar Array",2010,12,9,24,-62.2489803164027
"Solar Array",2010,12,10,1,-68.3993191508378
"Solar Array",2010,12,10,2,-68.3602083207957
"Solar Array",2010,12,10,3,-62.1590417650986
"Solar Array",2010,12,10,4,-52.8484616748755
"Solar Array",2010,12,10,5,-42.3645872666639
"Solar Array",2010,12,10,6,-31.5375138088877
"Solar Array",2010,12,10,7,-20.7902110936111
"Solar Array",2010,12,10,8,-10.4262681486243
"Solar Array",2010,12,10,9,-0.743533171680184
"Solar Array",2010,12,10,10,7.9083753515791
"Solar Array",2010,12,10,11,15.098086538231
"Solar Array",2010,12,10,12,20.3223849859224
"Solar Array",2010,12,10,13,23.089247661745
"Solar Array",2010,12,10,14,23.0792417019631
"Solar Array",2010,12,10,15,20.2935904635404
"Solar Array",2010,12,10,16,15.0535261114661
"Solar Array",2010,12,10,17,7.85158680917164
"Solar Array",2010,12,10,18,-0.809437209015272
"Solar Array",2010,12,10,19,-10.4989596035103
"Solar Array",2010,12,10,20,-20.8681772764044
"Solar Array",2010,12,10,21,-31.6200143594657
"Solar Array",2010,12,10,22,-42.4516568466515
"Solar Array",2010,12,10,23,-52.9408735354586
"Solar Array",2010,12,10,24,-62.2571963129455
"Solar Array",2010,12,11,1,-68.4568779940388
"Solar Array",2010,12,11,2,-68.4712883458462
"Solar Array",2010,12,11,3,-62.2911429099115
"Solar Array",2010,12,11,4,-52.9841458633579
"Solar Array",2010,12,11,5,-42.5003794311405
"Solar Array",2010,12,11,6,-31.6731375156069
"Solar Array",2010,12,11,7,-20.9256887198434
"Solar Array",2010,12,11,8,-10.5612469313351
"Solar Array",2010,12,11,9,-0.876983783880206
"Solar Array",2010,12,11,10,7.77847781625839
"Solar Array",2010,12,11,11,14.9751085133367
"Solar Array",2010,12,11,12,20.2111398273326
"Solar Array",2010,12,11,13,22.9953249346846
"Solar Array",2010,12,11,14,23.0073035752588
"Solar Array",2010,12,11,15,20.2455765427665
"Solar Array",2010,12,11,16,15.0282642297378
"Solar Array",2010,12,11,17,7.84586223741385
"Solar Array",2010,12,11,18,-0.799574154307962
"Solar Array",2010,12,11,19,-10.4774524652465
"Solar Array",2010,12,11,20,-20.8388320452026
"Solar Array",2010,12,11,21,-31.5868237631496
"Solar Array",2010,12,11,22,-42.4196289378392
"Solar Array",2010,12,11,23,-52.917878283349
"Solar Array",2010,12,11,24,-62.2580048856335
"Solar Array",2010,12,12,1,-68.5061828349627
"Solar Array",2010,12,12,2,-68.575173239331
"Solar Array",2010,12,12,3,-62.4179560907814
"Solar Array",2010,12,12,4,-53.1156684387702
"Solar Array",2010,12,12,5,-42.6324778983453
"Solar Array",2010,12,12,6,-31.8051385392827
"Solar Array",2010,12,12,7,-21.0573564175687
"Solar Array",2010,12,12,8,-10.6920375698512
"Solar Array",2010,12,12,9,-1.00571444751671
"Solar Array",2010,12,12,10,7.65395080728521
"Solar Array",2010,12,12,11,14.8582138704884
"Solar Array",2010,12,12,12,20.1066557802712
"Solar Array",2010,12,12,13,22.9086749827608
"Solar Array",2010,12,12,14,22.9428752640315
"Solar Array",2010,12,12,15,20.2050175038532
"Solar Array",2010,12,12,16,15.0101877634449
"Solar Array",2010,12,12,17,7.84695061156062
"Solar Array",2010,12,12,18,-0.783280112193864
"Solar Array",2010,12,12,19,-10.449842145222
"Solar Array",2010,12,12,20,-20.8036114769347
"Solar Array",2010,12,12,21,-31.5478388798124
"Solar Array",2010,12,12,22,-42.3816709608704
"Solar Array",2010,12,12,23,-52.8884822460514
"Solar Array",2010,12,12,24,-62.2514788104355
"Solar Array",2010,12,13,1,-68.5472275764443
"Solar Array",2010,12,13,2,-68.6717588842094
"Solar Array",2010,12,13,3,-62.5393668279616
"Solar Array",2010,12,13,4,-53.2429212771246
"Solar Array",2010,12,13,5,-42.7607768869712
"Solar Array",2010,12,13,6,-31.9334116474043
"Solar Array",2010,12,13,7,-21.1851097497758
"Solar Array",2010,12,13,8,-10.8185378898146
"Solar Array",2010,12,13,9,-1.12962767292311
"Solar Array",2010,12,13,10,7.53488387586607
"Solar Array",2010,12,13,11,14.7474804929769
"Solar Array",2010,12,13,12,20.0089956857357
"Solar Array",2010,12,13,13,22.8293435572027
"Solar Array",2010,12,13,14,22.8859848329716
"Solar Array",2010,12,13,15,20.1719237506483
"Solar Array",2010,12,13,16,14.9992896520611
"Solar Array",2010,12,13,17,7.85482803147887
"Solar Array",2010,12,13,18,-0.760594641419075
"Solar Array",2010,12,13,19,-10.4161823570022
"Solar Array",2010,12,13,20,-20.7625818975257
"Solar Array",2010,12,13,21,-31.5031371495141
"Solar Array",2010,12,13,22,-42.3378695902308
"Solar Array",2010,12,13,23,-52.8527767438328
"Solar Array",2010,12,13,24,-62.2376957095393
"Solar Array",2010,12,14,1,-68.5800135526899
"Solar Array",2010,12,14,2,-68.7609441640431
"Solar Array",2010,12,14,3,-62.6552597502316
"Solar Array",2010,12,14,4,-53.3657949656131
"Solar Array",2010,12,14,5,-42.8851698049418
"Solar Array",2010,12,14,6,-32.0578514427472
"Solar Array",2010,12,14,7,-21.3088447877472
"Solar Array",2010,12,14,8,-10.940646888355
"Solar Array",2010,12,14,9,-1.2486277672072
"Solar Array",2010,12,14,10,7.42136423060667
"Solar Array",2010,12,14,11,14.642983504995
"Solar Array",2010,12,14,12,19.9182193632146
"Solar Array",2010,12,14,13,22.7573732388814
"Solar Array",2010,12,14,14,22.8366570595916
"Solar Array",2010,12,14,15,20.1463022837792
"Solar Array",2010,12,14,16,14.9955593605563
"Solar Array",2010,12,14,17,7.86946714782104
"Solar Array",2010,12,14,18,-0.731560615546968
"Solar Array",2010,12,14,19,-10.3765299071041
"Solar Array",2010,12,14,20,-20.7158124563033
"Solar Array",2010,12,14,21,-31.4527985788079
"Solar Array",2010,12,14,22,-42.2883139462585
"Solar Array",2010,12,14,23,-52.8108558973003
"Solar Array",2010,12,14,24,-62.2167377455615
"Solar Array",2010,12,15,1,-68.6045495073432
"Solar Array",2010,12,15,2,-68.8426313398462
"Solar Array",2010,12,15,3,-62.7655188131714
"Solar Array",2010,12,15,4,-53.4841789455699
"Solar Array",2010,12,15,5,-43.0055493759919
"Solar Array",2010,12,15,6,-32.1783524862898
"Solar Array",2010,12,15,7,-21.4284582309885
"Solar Array",2010,12,15,8,-11.0582648482157
"Solar Array",2010,12,15,9,-1.36262093866677
"Solar Array",2010,12,15,10,7.31347664639701
"Solar Array",2010,12,15,11,14.5447951956904
"Solar Array",2010,12,15,12,19.8343835494292
"Solar Array",2010,12,15,13,22.6928033903949
"Solar Array",2010,12,15,14,22.7949133998236
"Solar Array",2010,12,15,15,20.1281566819138
"Solar Array",2010,12,15,16,14.9989828795643
"Solar Array",2010,12,15,17,7.8908371846064
"Solar Array",2010,12,15,18,-0.696224174887391
"Solar Array",2010,12,15,19,-10.3309446188615
"Solar Array",2010,12,15,20,-20.6633750188817
"Solar Array",2010,12,15,21,-31.3969055975984
"Solar Array",2010,12,15,22,-42.2330954056884
"Solar Array",2010,12,15,23,-52.7628163727893
"Solar Array",2010,12,15,24,-62.1886913059677
"Solar Array",2010,12,16,1,-68.6208515348178
"Solar Array",2010,12,16,2,-68.9167264295779
"Solar Array",2010,12,16,3,-62.8700275335959
"Solar Array",2010,12,16,4,-53.5979616651746
"Solar Array",2010,12,16,5,-43.1218077714929
"Solar Array",2010,12,16,6,-32.2948094225033
"Solar Array",2010,12,16,7,-21.5438475274788
"Solar Array",2010,12,16,8,-11.1712934506521
"Solar Array",2010,12,16,9,-1.47151539883907
"Solar Array",2010,12,16,10,7.21130337640243
"Solar Array",2010,12,16,11,14.4529849467032
"Solar Array",2010,12,16,12,19.7575418406903
"Solar Array",2010,12,16,13,22.6356701117612
"Solar Array",2010,12,16,14,22.7607719570992
"Solar Array",2010,12,16,15,20.1174870862763
"Solar Array",2010,12,16,16,15.0095427285552
"Solar Array",2010,12,16,17,7.91890396454016
"Solar Array",2010,12,16,18,-0.654634676052055
"Solar Array",2010,12,16,19,-10.2794892544715
"Solar Array",2010,12,16,20,-20.6053440590311
"Solar Array",2010,12,16,21,-31.3355429160572
"Solar Array",2010,12,16,22,-42.1723074134328
"Solar Array",2010,12,16,23,-52.708757129025
"Solar Array",2010,12,16,24,-62.1536466800336
"Solar Array",2010,12,17,1,-68.6289429853087
"Solar Array",2010,12,17,2,-68.9831395872189
"Solar Array",2010,12,17,3,-62.9686692399209
"Solar Array",2010,12,17,4,-53.7070307420173
"Solar Array",2010,12,17,5,-43.2338367475737
"Solar Array",2010,12,17,6,-32.4071171069984
"Solar Array",2010,12,17,7,-21.6549109941857
"Solar Array",2010,12,17,8,-11.2796358870209
"Solar Array",2010,12,17,9,-1.57522146209081
"Solar Array",2010,12,17,10,7.11492406726487
"Solar Array",2010,12,17,11,14.3676191633063
"Solar Array",2010,12,17,12,19.6877446390073
"Solar Array",2010,12,17,13,22.5860061998717
"Solar Array",2010,12,17,14,22.7342474550648
"Solar Array",2010,12,17,15,20.1142901885648
"Solar Array",2010,12,17,16,15.0272179621356
"Solar Array",2010,12,17,17,7.95362993715456
"Solar Array",2010,12,17,18,-0.60684463911015
"Solar Array",2010,12,17,19,-10.2222294352745
"Solar Array",2010,12,17,20,-20.5417965496967
"Solar Array",2010,12,17,21,-31.2687973819112
"Solar Array",2010,12,17,22,-42.1060452961642
"Solar Array",2010,12,17,23,-52.648779166163
"Solar Array",2010,12,17,24,-62.1116977306622
"Solar Array",2010,12,18,1,-68.6288543343523
"Solar Array",2010,12,18,2,-69.0417854781906
"Solar Array",2010,12,18,3,-63.0613273380764
"Solar Array",2010,12,18,4,-53.8112731356056
"Solar Array",2010,12,18,5,-43.3415277875862
"Solar Array",2010,12,18,6,-32.5151707365135
"Solar Array",2010,12,18,7,-21.7615479377903
"Solar Array",2010,12,18,8,-11.3831969689893
"Solar Array",2010,12,18,9,-1.67365164266741
"Solar Array",2010,12,18,10,7.02441567759971
"Solar Array",2010,12,18,11,14.2887612092469
"Solar Array",2010,12,18,12,19.6250391020653
"Solar Array",2010,12,18,13,22.5438411118381
"Solar Array",2010,12,18,14,22.7153512140765
"Solar Array",2010,12,18,15,20.1185592224093
"Solar Array",2010,12,18,16,15.0519841795989
"Solar Array",2010,12,18,17,7.99497420985774
"Solar Array",2010,12,18,18,-0.552909692313506
"Solar Array",2010,12,18,19,-10.1592335603144
"Solar Array",2010,12,18,20,-20.4728118533061
"Solar Array",2010,12,18,21,-31.1967578383814
"Solar Array",2010,12,18,22,-42.0344060782132
"Solar Array",2010,12,18,23,-52.5829852782397
"Solar Array",2010,12,18,24,-62.0629415633225
"Solar Array",2010,12,19,1,-68.620623018248
"Solar Array",2010,12,19,2,-69.0925836477355
"Solar Array",2010,12,19,3,-63.1478855924153
"Solar Array",2010,12,19,4,-53.9105753298382
"Solar Array",2010,12,19,5,-43.44477224993
"Solar Array",2010,12,19,6,-32.6188659812278
"Solar Array",2010,12,19,7,-21.8636587755792
"Solar Array",2010,12,19,8,-11.4818832373053
"Solar Array",2010,12,19,9,-1.76672074914038
"Solar Array",2010,12,19,10,6.93985239985875
"Solar Array",2010,12,19,11,14.2164713453725
"Solar Array",2010,12,19,12,19.5694690971742
"Solar Array",2010,12,19,13,22.5092009323529
"Solar Array",2010,12,19,14,22.7040911316048
"Solar Array",2010,12,19,15,20.1302839585006
"Solar Array",2010,12,19,16,15.0838135378396
"Solar Array",2010,12,19,17,8.04289258197529
"Solar Array",2010,12,19,18,-0.492888514354604
"Solar Array",2010,12,19,19,-10.0905727232066
"Solar Array",2010,12,19,20,-20.3984716114906
"Solar Array",2010,12,19,21,-31.1195149830255
"Solar Array",2010,12,19,22,-41.9574883002468
"Solar Array",2010,12,19,23,-52.5114798099747
"Solar Array",2010,12,19,24,-62.0074781943074
"Solar Array",2010,12,20,1,-68.6042932370679
"Solar Array",2010,12,20,2,-69.1354588787934
"Solar Array",2010,12,20,3,-63.2282284208791
"Solar Array",2010,12,20,4,-54.0048235254031
"Solar Array",2010,12,20,5,-43.543461521244
"Solar Array",2010,12,20,6,-32.7180991193737
"Solar Array",2010,12,20,7,-21.9611451564616
"Solar Array",2010,12,20,8,-11.5756030690836
"Solar Array",2010,12,20,9,-1.85434597620181
"Solar Array",2010,12,20,10,6.86130558561183
"Solar Array",2010,12,20,11,14.1508066721062
"Solar Array",2010,12,20,12,19.521075159271
"Solar Array",2010,12,20,13,22.4821083451668
"Solar Array",2010,12,20,14,22.7004716666639
"Solar Array",2010,12,20,15,20.1494507035073
"Solar Array",2010,12,20,16,15.1226747677414
"Solar Array",2010,12,20,17,8.09733758186832
"Solar Array",2010,12,20,18,-0.426842774117361
"Solar Array",2010,12,20,19,-10.0163206273404
"Solar Array",2010,12,20,20,-20.3188596343224
"Solar Array",2010,12,20,21,-31.0371612276994
"Solar Array",2010,12,20,22,-41.8753918411371
"Solar Array",2010,12,20,23,-52.4343684187796
"Solar Array",2010,12,20,24,-61.9454102204079
"Solar Array",2010,12,21,1,-68.5799157273677
"Solar Array",2010,12,21,2,-69.1703415358613
"Solar Array",2010,12,21,3,-63.3022412034993
"Solar Array",2010,12,21,4,-54.0939038419939
"Solar Array",2010,12,21,5,-43.6374871749362
"Solar Array",2010,12,21,6,-32.8127671741195
"Solar Array",2010,12,21,7,-22.0539100820727
"Solar Array",2010,12,21,8,-11.6642667835642
"Solar Array",2010,12,21,9,-1.93644699377204
"Solar Array",2010,12,21,10,6.78884367428248
"Solar Array",2010,12,21,11,14.0918210758149
"Solar Array",2010,12,21,12,19.4798944530406
"Solar Array",2010,12,21,13,22.4625826087657
"Solar Array",2010,12,21,14,22.7044938283637
"Solar Array",2010,12,21,15,20.1760423028864
"Solar Array",2010,12,21,16,15.1685331941384
"Solar Array",2010,12,21,17,8.15825850720651
"Solar Array",2010,12,21,18,-0.354837067880354
"Solar Array",2010,12,21,19,-9.93655349942665
"Solar Array",2010,12,21,20,-20.2340617891566
"Solar Array",2010,12,21,21,-30.9497905598279
"Solar Array",2010,12,21,22,-41.7882177433812
"Solar Array",2010,12,21,23,-52.3517578427413
"Solar Array",2010,12,21,24,-61.8768424919833
"Solar Array",2010,12,22,1,-68.5475475070443
"Solar Array",2010,12,22,2,-69.1971678913562
"Solar Array",2010,12,22,3,-63.3698106031123
"Solar Array",2010,12,22,4,-54.1777025301549
"Solar Array",2010,12,22,5,-43.7267411349931
"Solar Array",2010,12,22,6,-32.9027680526778
"Solar Array",2010,12,22,7,-22.1418580279251
"Solar Array",2010,12,22,8,-11.7477867463182
"Solar Array",2010,12,22,9,-2.01294603339569
"Solar Array",2010,12,22,10,6.72253212535902
"Solar Array",2010,12,22,11,14.0395651791016
"Solar Array",2010,12,22,12,19.4459607392
"Solar Array",2010,12,22,13,22.450639536312
"Solar Array",2010,12,22,14,22.7161551686673
"Solar Array",2010,12,22,15,20.2100381476787
"Solar Array",2010,12,22,16,15.2213507594396
"Solar Array",2010,12,22,17,8.22560146847098
"Solar Array",2010,12,22,18,-0.276938853930446
"Solar Array",2010,12,22,19,-9.85135000139917
"Solar Array",2010,12,22,20,-20.1441658891494
"Solar Array",2010,12,22,21,-30.8574984051465
"Solar Array",2010,12,22,22,-41.6960680423809
"Solar Array",2010,12,22,23,-52.2637556752467
"Solar Array",2010,12,22,24,-61.8018817912688
"Solar Array",2010,12,23,1,-68.5072515950807
"Solar Array",2010,12,23,2,-69.2158804310769
"Solar Array",2010,12,23,3,-63.4308248969703
"Solar Array",2010,12,23,4,-54.2561061924825
"Solar Array",2010,12,23,5,-43.8111158449756
"Solar Array",2010,12,23,6,-32.9880006875828
"Solar Array",2010,12,23,7,-22.2248950645682
"Solar Array",2010,12,23,8,-11.8260774718701
"Solar Array",2010,12,23,9,-2.08376797191579
"Solar Array",2010,12,23,10,6.66243335408595
"Solar Array",2010,12,23,11,13.9940862950303
"Solar Array",2010,12,23,12,19.4193043449723
"Solar Array",2010,12,23,13,22.4462914798982
"Solar Array",2010,12,23,14,22.7354497794164
"Solar Array",2010,12,23,15,20.2514141853642
"Solar Array",2010,12,23,16,15.2810860509948
"Solar Array",2010,12,23,17,8.29930943575233
"Solar Array",2010,12,23,18,-0.193218384548899
"Solar Array",2010,12,23,19,-9.76079114067413
"Solar Array",2010,12,23,20,-20.0492615815116
"Solar Array",2010,12,23,21,-30.7603814920439
"Solar Array",2010,12,23,22,-41.5990455998407
"Solar Array",2010,12,23,23,-52.1704701468315
"Solar Array",2010,12,23,24,-61.7206365176128
"Solar Array",2010,12,24,1,-68.4590967091498
"Solar Array",2010,12,24,2,-69.2264281355091
"Solar Array",2010,12,24,3,-63.4851743177291
"Solar Array",2010,12,24,4,-54.32900201382
"Solar Array",2010,12,24,5,-43.8905044420677
"Solar Array",2010,12,24,6,-33.0683651800618
"Solar Array",2010,12,24,7,-22.3029289787086
"Solar Array",2010,12,24,8,-11.8990557247174
"Solar Array",2010,12,24,9,-2.14884041242249
"Solar Array",2010,12,24,10,6.60860667062809
"Solar Array",2010,12,24,11,13.9554283852781
"Solar Array",2010,12,24,12,19.3999521387565
"Solar Array",2010,12,24,13,22.4495473191351
"Solar Array",2010,12,24,14,22.7623682936686
"Solar Array",2010,12,24,15,20.3001429348352
"Solar Array",2010,12,24,16,15.3476943322645
"Solar Array",2010,12,24,17,8.37932228890224
"Solar Array",2010,12,24,18,-0.103748635333716
"Solar Array",2010,12,24,19,-9.66496017876764
"Solar Array",2010,12,24,20,-19.9494402355446
"Solar Array",2010,12,24,21,-30.6585377176182
"Solar Array",2010,12,24,22,-41.4972539414985
"Solar Array",2010,12,24,23,-52.0720099147374
"Solar Array",2010,12,24,24,-61.6332163811704
"Solar Array",2010,12,25,1,-68.4031569442286
"Solar Array",2010,12,25,2,-69.228766733927
"Solar Array",2010,12,25,3,-63.532751402104
"Solar Array",2010,12,25,4,-54.3962779999856
"Solar Array",2010,12,25,5,-43.9648009359971
"Solar Array",2010,12,25,6,-33.1437629454052
"Solar Array",2010,12,25,7,-22.3758693942405
"Solar Array",2010,12,25,8,-11.966640618729
"Solar Array",2010,12,25,9,-2.2080937624829
"Solar Array",2010,12,25,10,6.56110822268519
"Solar Array",2010,12,25,11,13.9236320221918
"Solar Array",2010,12,25,12,19.3879275089828
"Solar Array",2010,12,25,13,22.4604124540839
"Solar Array",2010,12,25,14,22.7968978913725
"Solar Array",2010,12,25,15,20.3561935055297
"Solar Array",2010,12,25,16,15.4211275778468
"Solar Array",2010,12,25,17,8.46557687108512
"Solar Array",2010,12,25,18,-0.00860523182976181
"Solar Array",2010,12,25,19,-9.56394253827075
"Solar Array",2010,12,25,20,-19.8447948304972
"Solar Array",2010,12,25,21,-30.5520660155305
"Solar Array",2010,12,25,22,-41.3907970993567
"Solar Array",2010,12,25,23,-51.9684838605797
"Solar Array",2010,12,25,24,-61.5397321064124
"Solar Array",2010,12,26,1,-68.3395114354933
"Solar Array",2010,12,26,2,-69.2228589285124
"Solar Array",2010,12,26,3,-63.5734513452943
"Solar Array",2010,12,26,4,-54.4578232244723
"Solar Array",2010,12,26,5,-44.0339003926021
"Solar Array",2010,12,26,6,-33.2140968602161
"Solar Array",2010,12,26,7,-22.4436278931249
"Solar Array",2010,12,26,8,-12.0287537149002
"Solar Array",2010,12,26,9,-2.26146130966534
"Solar Array",2010,12,26,10,6.51999094152505
"Solar Array",2010,12,26,11,13.8987343547106
"Solar Array",2010,12,26,12,19.3832503471225
"Solar Array",2010,12,26,13,22.4788888025146
"Solar Array",2010,12,26,14,22.8390223093835
"Solar Array",2010,12,26,15,20.4195316207445
"Solar Array",2010,12,26,16,15.5013345123931
"Solar Array",2010,12,26,17,8.55800704576478
"Solar Array",2010,12,26,18,0.0921336265561195
"Solar Array",2010,12,26,19,-9.45782570818292
"Solar Array",2010,12,26,20,-19.7354198432726
"Solar Array",2010,12,26,21,-30.4410662257228
"Solar Array",2010,12,26,22,-41.2797794585396
"Solar Array",2010,12,26,23,-51.8600008964382
"Solar Array",2010,12,26,24,-61.4402951466338
"Solar Array",2010,12,27,1,-68.2682440088263
"Solar Array",2010,12,27,2,-69.2086745860378
"Solar Array",2010,12,27,3,-63.607172359107
"Solar Array",2010,12,27,4,-54.5135280824554
"Solar Array",2010,12,27,5,-44.0976991217654
"Solar Array",2010,12,27,6,-33.279271411396
"Solar Array",2010,12,27,7,-22.5061181360444
"Solar Array",2010,12,27,8,-12.0853191174459
"Solar Array",2010,12,27,9,-2.30887929437344
"Solar Array",2010,12,27,10,6.48530449139314
"Solar Array",2010,12,27,11,13.8807690781035
"Solar Array",2010,12,27,12,19.3859370348048
"Solar Array",2010,12,27,13,22.5049748014605
"Solar Array",2010,12,27,14,22.8887218558051
"Solar Array",2010,12,27,15,20.4901196451342
"Solar Array",2010,12,27,16,15.5882606534308
"Solar Array",2010,12,27,17,8.65654375714803
"Solar Array",2010,12,27,18,0.198387245368579
"Solar Array",2010,12,27,19,-9.34669914761029
"Solar Array",2010,12,27,20,-19.6214111360131
"Solar Array",2010,12,27,21,-30.3256389660524
"Solar Array",2010,12,27,22,-41.1643056088688
"Solar Array",2010,12,27,23,-51.746669779606
"Solar Array",2010,12,27,24,-61.3350174104729
"Solar Array",2010,12,28,1,-68.1894428222666
"Solar Array",2010,12,28,2,-69.1861908950384
"Solar Array",2010,12,28,3,-63.6338160315499
"Solar Array",2010,12,28,4,-54.5632845513387
"Solar Array",2010,12,28,5,-44.1560948693836
"Solar Array",2010,12,28,6,-33.3391928466934
"Solar Array",2010,12,28,7,-22.5632559827485
"Solar Array",2010,12,28,8,-12.1362635682039
"Solar Array",2010,12,28,9,-2.35028698001345
"Solar Array",2010,12,28,10,6.45709522224625
"Solar Array",2010,12,28,11,13.869766407456
"Solar Array",2010,12,28,12,19.3960004349775
"Solar Array",2010,12,28,13,22.5386654130129
"Solar Array",2010,12,28,14,22.9459734286216
"Solar Array",2010,12,28,15,20.5679166163776
"Solar Array",2010,12,28,16,15.6818483580935
"Solar Array",2010,12,28,17,8.76111509409228
"Solar Array",2010,12,28,18,0.310072516647423
"Solar Array",2010,12,28,19,-9.23065418783546
"Solar Array",2010,12,28,20,-19.5028658435851
"Solar Array",2010,12,28,21,-30.2058855058732
"Solar Array",2010,12,28,22,-41.044480201211
"Solar Array",2010,12,28,23,-51.6285989361546
"Solar Array",2010,12,28,24,-61.2240110012747
"Solar Array",2010,12,29,1,-68.1032000016907
"Solar Array",2010,12,29,2,-69.1553924868131
"Solar Array",2010,12,29,3,-63.6532876855346
